INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('75611136878', 'False', 'Gabriel Assunção-Miranda', '602287761', 'R. Sara Miranda, 89, 3026-272 Tomar', '2023-08-03');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('62698795629', 'False', 'César Sá', '182785430', 'Largo de Estêvão Vasconcelos, S/N, 7185-769 Vendas Novas', '1929-07-08');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('04888878451', 'False', 'Mário Lima', '658154333', 'Alameda Sophia de Mello Breyner Andresen, S/N, 7880-223 Guarda', '1946-02-17');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('16164653910', 'False', 'Valentim Magalhães', '281945595', 'Rua Rafaela Moura, 53, 2427-295 Oliveira do Hospital', '1944-01-15');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('20575738216', 'False', 'Luísa da Carneiro', '876810469', 'Alameda Cristiano Figueiredo, 493, 0818-821 Mêda', '1940-06-05');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('23362526795', 'False', 'Íris de Pires', '161750749', 'Av Érica Fonseca, 85, 2284-816 Rio Tinto', '1945-12-24');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('36826434658', 'False', 'Sérgio Barbosa-Simões', '669330992', 'Av do Codeçal, 37, 7587-824 Vale de Cambra', '1983-06-09');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('12626326419', 'False', 'Lorena de Domingues', '300068476', 'Alameda de Viterbo de Campos, 107, 5213-752 Póvoa de Santa Iria', '1953-07-05');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('52844005404', 'False', 'Adriana Brito', '197283023', 'Largo Mariana Ferreira, 64, 5225-401 Oliveira do Bairro', '2001-06-20');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('53146528633', 'False', 'Letícia Gaspar', '720100488', 'Avenida Barbosa, 67, 4178-477 Albufeira', '1948-04-05');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('34023931048', 'False', 'Kelly Maia', '651440613', 'Rua Oliveira, S/N, 3830-016 Ermesinde', '2011-10-29');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('67742359357', 'False', 'Ariana Gaspar', '529653084', 'Avenida Bárbara Nunes, 954, 7376-315 Fafe', '2015-04-07');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('84247046111', 'False', 'Rodrigo Borges', '445230608', 'Rua Artur Sousa, 88, 6689-953 Póvoa de Santa Iria', '2011-09-29');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('65909505701', 'False', 'Filipe Sá', '488066238', 'Praça de Esteves, S/N, 3360-450 Lourosa', '1942-10-09');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('70326410954', 'False', 'Alícia Cruz', '228548106', 'Travessa Prof. António José Saraiva, 96, 7910-012 Covilhã', '1990-11-28');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('91354918775', 'False', 'Edgar Magalhães', '108038257', 'Largo de Freitas, S/N, 5672-404 Lourosa', '1995-08-11');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('22729757014', 'False', 'Gabriela Baptista-Reis', '163051395', 'Praça da Feiteira, S/N, 6120-611 Moura', '2014-12-19');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('17819001193', 'False', 'Duarte Gaspar', '720308894', 'Praça de Soares, 4, 7594-104 Silves', '1977-04-07');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('71031152416', 'False', 'Sara do Amaral', '765668677', 'Travessa Martim Macedo, 3, 7162-302 Esposende', '1993-01-20');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('53912131640', 'False', 'Cláudio Barbosa-Rodrigues', '321516836', 'Alameda Alícia Baptista, 931, 5636-841 Fafe', '2013-03-20');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('86712706952', 'False', 'Irina Jesus', '634098954', 'R. de Machado, S/N, 3810-343 Santarém', '1986-02-02');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('59131819712', 'False', 'Daniel Paiva', '184848925', 'Rua de Paiva, 71, 1304-730 Angra do Heroísmo', '1994-05-20');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('82920877324', 'False', 'William Ribeiro', '835349317', 'Praça Carlos Melo, 66, 3047-413 Loulé', '1971-11-06');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('66161719465', 'False', 'Hugo de Batista', '383849961', 'Alameda Tavares, 22, 2071-097 Silves', '1968-08-25');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('00085295434', 'False', 'Wilson Sousa-Simões', '833739211', 'Praça de Maia, 6, 4641-266 Setúbal', '1963-07-04');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('27432667847', 'False', 'Vera da Almeida', '848278626', 'Praça de São Miguel, 4, 5545-449 Vila Nova de Gaia', '1989-09-18');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('68791325330', 'False', 'Erica Tavares', '520768136', 'Avenida de Assunção, 2, 9296-932 Vila Real', '1933-09-15');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('59115786573', 'False', 'Mauro Matias', '060228833', 'R. de Pinho, S/N, 3315-885 Viana do Castelo', '1945-09-10');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('36590332594', 'False', 'Tatiana Neves', '192668751', 'Rua Madalena Figueiredo, 2, 3836-082 Macedo de Cavaleiros', '1947-10-20');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('43227699273', 'False', 'Francisca da Domingues', '086193972', 'Praça de Macedo, 488, 7479-679 Torres Novas', '1941-04-27');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('98956707939', 'False', 'Gabriel Vicente', '113146494', 'R. Santos, 96, 1248-075 Serpa', '1997-05-28');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('74995096003', 'False', 'Salomé Cardoso', '155696848', 'Praça do Rosário, 59, 8005-681 Marco de Canaveses', '1961-04-16');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('47677809008', 'False', 'Mateus da Brito', '277622661', 'Largo Loureiro, 19, 1924-100 Viseu', '1993-04-11');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('16363244741', 'False', 'Gil Vicente', '704062726', 'Praça de São Vicente de Paulo, 93, 4323-115 Vila Real', '1980-08-26');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('48266251127', 'False', 'Victória Fonseca', '298668604', 'Av de São Pedro, 617, 0733-732 Figueira da Foz', '1944-08-23');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('36647462323', 'False', 'Bernardo Pinto', '158413965', 'Praça Gonçalves, 6, 2926-866 São João da Madeira', '1997-05-15');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('64504824580', 'False', 'André Carneiro-Amorim', '545548643', 'Praça Cunha, 63, 6713-253 Macedo de Cavaleiros', '1971-12-08');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('82729281226', 'False', 'Brian Faria-Oliveira', '516070363', 'R. República Argentina, 91, 4123-182 Lisboa', '2015-11-01');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('37587414022', 'False', 'Vasco Paiva', '946649883', 'Av de Santo António dos Capuchos, 76, 0491-810 Vendas Novas', '1986-12-01');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('61593759572', 'False', 'Margarida Soares', '444371378', 'Avenida Irina Tavares, 6, 0942-997 Vila Nova de Famalicão', '1924-01-23');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('43411801996', 'False', 'Débora Martins', '984667967', 'Alameda de Antunes, 197, 8554-265 Agualva-Cacém', '1980-01-31');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('56886134719', 'False', 'Álvaro Neves', '383999895', 'Largo Pinto, 69, 8231-354 Reguengos de Monsaraz', '1979-10-22');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('93562620180', 'False', 'Alícia Simões', '461563899', 'Av Feia, 31, 8389-336 Marinha Grande', '1996-07-03');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('21340513221', 'False', 'Patrícia Mendes', '065377073', 'Largo Francisco Maia, 112, 0081-660 Vila Franca de Xira', '1965-11-04');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('04565043100', 'False', 'Mateus da Antunes', '048845143', 'Avenida Xavier Matos, S/N, 4994-756 Oliveira do Bairro', '1964-10-26');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('14917575517', 'False', 'Isaac Domingues', '731700966', 'Avenida de Fonseca, 436, 5401-996 Vila Nova de Gaia', '1993-08-05');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('94523625735', 'False', 'Fernando Teixeira', '026856626', 'Praça Carlos Magalhães, 44, 8495-944 Beja', '1923-07-19');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('35729654703', 'False', 'Daniel Andrade', '644482846', 'R. de Cardoso, 7, 5811-502 Fafe', '1933-03-19');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('63623632023', 'False', 'Álvaro Guerreiro', '619645723', 'Alameda do Leal, 662, 5665-289 Aveiro', '2009-10-31');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('89537975555', 'False', 'Núria Vieira', '179141292', 'Avenida Teixeira, 50, 3523-702 Lixa', '1974-07-27');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('69579043076', 'False', 'Luísa Amaral', '575841004', 'Largo Yasmin Barros, 15, 3791-304 Peso da Régua', '2024-05-20');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('87520171879', 'False', 'Ricardo Borges', '770151556', 'Largo de Nunes, S/N, 6607-435 Lixa', '1979-06-03');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('38286538523', 'False', 'Ariana da Oliveira', '465671183', 'Travessa Daniela Lima, 56, 0317-847 Ovar', '2017-04-11');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('51295070755', 'False', 'Wilson Amaral', '417442386', 'Largo Oliveira, 37, 9553-779 Ovar', '1967-12-15');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('28829450317', 'False', 'Gaspar Campos', '631898131', 'Avenida de Matos, S/N, 4168-858 Anadia', '1933-02-21');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('77656966537', 'False', 'Wilson Paiva', '664317020', 'Praça Sérgio Borges, 3, 0606-501 Vila do Conde', '2006-02-20');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('28216725905', 'False', 'Débora Mendes', '664559869', 'Largo Filipa Mendes, 66, 1088-292 Lagos', '1947-06-03');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('47347965597', 'False', 'Kelly Sousa', '272579808', 'Largo 9 de Abril, 12, 4628-210 Amarante', '1957-03-02');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('79340581508', 'False', 'Alice Cunha', '165848922', 'Travessa Isabel Fernandes, 90, 7536-772 Albufeira', '1996-10-25');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('71875023258', 'False', 'João Esteves', '246458508', 'Av de Domingues, 13, 0946-208 Peniche', '1977-03-27');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('07673857688', 'False', 'Martim Maia', '035356362', 'Avenida de Assunção, 7, 4346-770 Paredes', '1960-07-30');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('27923376401', 'False', 'Naiara Carneiro', '436861268', 'Av Brian Martins, 4, 8901-925 Castelo Branco', '1935-05-13');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('20106995448', 'False', 'Jéssica Campos', '945875114', 'Largo de D. Carlos I, 933, 7846-512 Guarda', '1936-07-23');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('58171559800', 'False', 'Tomás da Gaspar', '936557648', 'R. de Campolide, 677, 0160-049 Esmoriz', '2005-07-27');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('52370360829', 'False', 'Sérgio Neves-Valente', '422887555', 'Avenida de Augusto Gomes, 55, 9905-415 Marco de Canaveses', '1993-10-17');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('11874603195', 'False', 'Amélia Henriques', '127886450', 'Av de Leal, 50, 7358-826 Sintra', '1982-07-18');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('75059030719', 'False', 'Mara Nunes', '407379553', 'Praça Tristão da Silva, S/N, 2958-928 Rio Maior', '1978-10-17');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('33922712255', 'False', 'Samuel Miranda-Lourenço', '280975272', 'Praça do Carvalhido, 28, 6178-719 Viseu', '1931-12-10');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('43111233025', 'False', 'Rafaela Batista', '499943669', 'Rua Rodrigues, 20, 4089-686 Fundão', '2011-07-31');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('37667112014', 'False', 'Ema Amaral', '690437841', 'Avenida Ribeirinhos, 39, 3883-401 Miranda do Douro', '1986-05-20');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('26241493184', 'False', 'Júlia Monteiro', '608620695', 'Alameda Manuel Pinto de Azevedo Júnior, 51, 0774-996 Barreiro', '1967-11-04');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('88787707271', 'False', 'Catarina Ribeiro', '472758811', 'Alameda das Carquejeiras, 52, 4154-742 Gondomar', '1952-02-23');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('90212244136', 'False', 'Rodrigo da Tavares', '809735810', 'Praça do Picoto, S/N, 0316-243 Anadia', '2022-04-28');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('03290988288', 'False', 'Pedro Fonseca', '475082919', 'Largo Gonçalves, 13, 6874-013 Covilhã', '1924-05-18');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('49000611301', 'False', 'Gonçalo Cruz', '203121791', 'Travessa Carlos Vieira, S/N, 3019-774 Barcelos', '1966-07-10');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('60850085722', 'False', 'Álvaro Castro-Lopes', '828210371', 'Rua Santiago Castro, S/N, 8105-544 Viseu', '1935-02-05');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('32555010258', 'False', 'Melissa Tavares', '820892709', 'Travessa Ariana Assunção, S/N, 9583-816 Sines', '1926-12-22');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('84905420142', 'False', 'Ivo Jesus', '646038458', 'Largo do Peneireiro, S/N, 4631-443 Tomar', '1989-11-23');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('07624046795', 'False', 'Bianca Ferreira', '949885506', 'Alameda do Campo Alegre, 5, 0646-208 Santa Comba Dão', '2015-09-06');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('68794182033', 'False', 'Afonso Teixeira', '724592554', 'Largo de Domingues, 20, 4449-620 Câmara de Lobos', '1987-11-30');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('70424546184', 'False', 'Melissa Anjos', '380331590', 'Alameda Paulo Baptista, 15, 3848-318 Felgueiras', '2022-10-13');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('23950034291', 'False', 'Carminho-Erika Faria', '803275417', 'Alameda Gonçalo Jesus, 187, 3427-170 Queluz', '1927-08-31');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('26405052690', 'False', 'Rúben Gaspar', '918607393', 'Rua Sérgio Gonçalves, 207, 6783-478 Matosinhos', '2001-06-27');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('40764519111', 'False', 'Mara Baptista', '348284485', 'Travessa de Cruz, S/N, 7082-882 Vila do Conde', '2007-03-18');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('02734639412', 'False', 'Denis Batista', '809959009', 'Rua Ema Magalhães, 29, 9816-268 Torres Vedras', '1931-07-26');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('96599278532', 'False', 'Nair Lopes', '471890888', 'Alameda dos Argonautas, S/N, 3747-118 Cartaxo', '1989-02-18');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('24038632011', 'False', 'Lorena Neto', '311871707', 'Avenida Abreu, 91, 6453-416 Lisboa', '1987-05-19');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('35094679870', 'False', 'Salomé Barbosa', '878260363', 'Av Sara Nunes, S/N, 3817-586 Paços de Ferreira', '1933-09-28');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('60331492057', 'False', 'Pedro Branco', '091267350', 'Rua de Branco, S/N, 0510-363 Oliveira do Bairro', '2023-08-05');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('92635308410', 'False', 'Nuno de Melo', '731041659', 'Travessa de Fernandes, 341, 8998-003 Vila Real', '1961-01-03');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('68187899033', 'False', 'Gabriela Sousa-Melo', '534287174', 'Av Branco, 5, 4799-319 Rio Maior', '2021-06-04');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('68517906315', 'False', 'Paulo Moreira', '234698004', 'Largo Santos, 87, 9345-290 Guimarães', '1986-08-06');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('84090572575', 'False', 'Juliana Jesus', '654501340', 'R. de Tavares, 38, 1848-238 Miranda do Douro', '1996-11-25');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('29746613873', 'False', 'Yasmin-Yasmin Valente', '226159444', 'Travessa de Lima, 13, 9592-871 Valbom', '1979-11-07');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('25060721215', 'False', 'Letícia Correia', '417641673', 'Rua Rocha, 39, 0241-885 Fiães', '1947-02-10');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('25826778792', 'False', 'Adriana Baptista', '789024986', 'Praça Matias Vaz, 5, 3438-379 Lourosa', '1967-12-12');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('38246382225', 'False', 'Denis Pires-Lima', '213990417', 'Avenida Renata Martins, 1, 7904-093 Évora', '1949-03-03');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('06198229111', 'False', 'Samuel Lourenço', '231211807', 'Praça do Borratém, 76, 4185-244 Lagoa', '1939-09-17');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('34784469878', 'False', 'Luís Marques', '604009196', 'Largo Gabriel Marques, S/N, 8084-797 Braga', '2009-07-12');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('03294619962', 'False', 'Martim Moura', '076285758', 'Rua de Eduardo Soares, S/N, 7852-310 Vendas Novas', '1997-10-25');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('28659216635', 'False', 'Mauro Barbosa', '028658021', 'Avenida de Andrade, 589, 8601-135 Paredes', '2021-02-26');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('46561246745', 'False', 'Erica Figueiredo', '144803003', 'R. Marques, 75, 2526-676 Mirandela', '1971-08-27');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('11740928723', 'False', 'Rui Mota', '453864877', 'Rua Ismael Neves, 7, 2974-967 Reguengos de Monsaraz', '1982-04-01');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('14730965525', 'False', 'Mateus Marques', '739437803', 'Largo de Pires, S/N, 8088-056 Torres Novas', '1983-04-03');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('10836798822', 'False', 'Teresa Paiva', '141869080', 'Largo Soraia Neto, 2, 2658-372 Lamego', '1926-04-27');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('84788675157', 'False', 'Manuel Pinheiro-Antunes', '372095792', 'Praça Fonseca, 87, 1191-995 Aveiro', '1924-04-11');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('17033383954', 'False', 'Renata-Kelly Alves', '378490575', 'Alameda Martins, 15, 3395-130 Alcácer do Sal', '1956-05-20');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('18885751371', 'False', 'Lorena Anjos', '884085543', 'Rua Macedo, 42, 7497-344 Alcobaça', '1983-01-06');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('94404508486', 'False', 'Kyara Teixeira', '163935177', 'R. dos Armazéns, 5, 0620-299 Praia da Vitória', '1972-03-17');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('88388054326', 'False', 'Salomé Guerreiro', '438414104', 'Av Faria, S/N, 1776-382 Maia', '2007-10-26');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('34590129827', 'False', 'Luca de Leal', '717113834', 'Largo Mariana Valente, S/N, 0417-705 Lixa', '2022-12-26');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('69113663988', 'False', 'Rui Henriques', '607910837', 'Av de Assunção, S/N, 3486-285 Pombal', '1932-12-05');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('97822902716', 'False', 'Hugo Tavares-Andrade', '157189725', 'Travessa Areeiro, 62, 0142-894 Tavira', '1931-05-11');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('44745882727', 'False', 'Joana do Gaspar', '906063298', 'Rua de João do Carmo, 79, 8570-793 Faro', '1956-12-24');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('82899923420', 'False', 'Tomé Moura', '723226091', 'R. de Cruz, 89, 8805-776 Coimbra', '2021-08-23');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('12828609576', 'False', 'Manuel Barbosa', '211217992', 'Rua Jorge Vieira, S/N, 5547-120 Pinhel', '2022-03-20');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('73839796228', 'False', 'Gil Rocha', '422326255', 'Avenida Bruna Melo, 30, 7192-329 Rio Maior', '1975-10-12');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('06323794268', 'False', 'Miguel Jesus', '496833399', 'Avenida Igor Lima, 8, 7893-107 Caldas da Rainha', '1943-08-22');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('26467874567', 'False', 'Luís da Lopes', '583205490', 'R. Joaquim Rodrigues, 86, 9367-741 Gafanha da Nazaré', '1991-06-19');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('95047719978', 'False', 'Diana Lima', '831723611', 'Avenida Pulido Garcia, S/N, 0183-389 Lamego', '1927-04-15');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('62236118071', 'False', 'Ariana Lopes', '050468729', 'Travessa do Tijolo, 513, 6494-464 Sines', '1932-05-08');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('17925120324', 'False', 'Sara Antunes', '701905982', 'Rua Anita Correia, 62, 2263-249 Queluz', '1931-12-28');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('39251191317', 'False', 'Rodrigo Moura', '830702052', 'R. Vítor Anjos, 49, 9885-007 Faro', '1996-01-25');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('07165254171', 'False', 'Diogo Amorim', '910434413', 'Av Joel Paiva, 521, 4304-205 Alcácer do Sal', '1947-11-04');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('54581925374', 'False', 'Marco Loureiro', '630217536', 'Travessa de Moradais Populares do Carriçal, S/N, 0533-858 Freamunde', '1964-10-29');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('11970608837', 'False', 'Ivan Ribeiro', '016535164', 'Travessa Miguel Torres, 790, 3174-780 Trancoso', '1931-01-29');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('19448987483', 'False', 'Sérgio Henriques', '449816085', 'Av de Domingues, 45, 6002-037 Leiria', '1977-11-06');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('62025596805', 'False', 'Noah Rocha', '435307445', 'Praça Simão Nunes, 1, 0814-819 Aveiro', '1957-12-04');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('72097443429', 'False', 'Leonor Guerreiro', '633721995', 'Travessa Denis Rocha, 25, 6217-521 Vendas Novas', '1988-09-19');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('99540030699', 'False', 'Luana Santos', '563133144', 'Avenida Íris Cruz, 91, 2033-634 Abrantes', '2011-05-16');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('46403564780', 'False', 'Wilson Pereira', '053657966', 'Alameda Rúben Mendes, S/N, 5864-762 Vila Nova de Famalicão', '1992-05-05');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('78444162267', 'False', 'Tomás Garcia', '122811311', 'R. de Tavares, 95, 2009-627 Ponta Delgada', '1994-09-22');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('81238801883', 'False', 'Bárbara de Faria', '427072433', 'R. Afonso Costa, S/N, 6906-343 Lamego', '1995-09-26');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('82023200024', 'False', 'Isabel Marques', '955345440', 'Avenida Edgar Cardoso, S/N, 1149-610 Guimarães', '1947-07-21');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('64381983428', 'False', 'Eduarda Esteves-Amaral', '013261592', 'Largo Vaz, 52, 1191-190 Queluz', '1941-11-27');
